符合條件商品
資料日期：2023年  8月  9日
策略,	基金財務輸出CSV
序號,	代碼,	商品,	成交,	漲幅%,	總量,	CLOSE,	C_MA20,	VOL,	VOL_MA10,	ROE4,	毛利率,	營益率,	利息倍數,	股本,	市值
執行時間：2023-08-09 19:11 符合檔數(1770)
1450	,6561.TW,是方,405,-2.29,204,405,390.1,204,243.3,28.7,48.1,34,36,7,287
1451	,6568.TW,宏觀,137,2.24,154,137,137.38,154,190,0,0,0,690,3,42
1452	,6569.TW,醫揚,176,-3.03,1105,176,209.2,1105,253.2,0,0,0,69,3,59
1453	,6570.TW,維田,62.7,-1.57,215,62.7,67.74,215,413.7,13.7,39.1,15.9,43,4,23
1454	,6573.TW,虹揚-KY,15,0,34,15,15.3,34,143,-20,5.8,-12.7,-5,8,12
1455	,6574.TW,霈方,56,-1.58,12,56,56.65,12,9.7,6.2,76.7,-1.5,27,2,12
1456	,6576.TW,逸達,80,-0.87,299,80,83.5,299,275.5,-86.5,0.7,-612.1,-1089,14,109
1457	,6577.TW,勁豐,94,-0.11,165,94,103.33,165,464.6,20.4,26.9,13.2,279,4,36
1458	,6578.TW,達邦蛋白,16.85,0.3,28,16.85,17.35,28,197.6,-7.4,4.4,-14.4,-6,6,10
1459	,6579.TW,研揚,177,-0.28,1693,177,187.1,1693,1545.3,14.1,32.3,12.3,245,16,283
1460	,6581.TW,鋼聯,90.1,-0.33,21,90.1,89.78,21,22.9,17.6,43.1,32.9,456,11,100
1461	,6582.TW,申豐,51.9,-2.44,173,51.9,53.48,173,94.7,-0.6,14.1,-10.6,973,11,55
1462	,6585.TW,鼎基,80,-3.61,360,80,79.34,360,495.6,13,32.3,16.6,16,7,55
1463	,6588.TW,東典光電,30,-1.64,9,30,30.94,9,39.6,-9,-17.9,-73.8,-13,3,8
1464	,6589.TW,台康生技,101,-0.49,1020,101,106,1020,1187.1,-7.7,17.9,-101.9,-11,31,308
1465	,6590.TW,普鴻,88.6,-0.67,64,88.6,90.42,64,99.1,21,42.2,15.4,52,2,19
1466	,6591.TW,動力-KY,49.8,-2.35,267,49.8,51.41,267,580.5,3.6,28,7.2,33,3,17
1467	,6592.TW,和潤企業,132,-2.58,858,132,142.28,858,1158.2,11.6,58.2,18.4,1321,57,748
1468	,6593.TW,台灣銘板,79.4,-1.49,128,79.4,80.01,128,171.4,3.8,26.1,5.7,2,2,17
1469	,6596.TW,寬宏藝術,49.75,-0.9,206,49.75,52.32,206,185.9,19.7,24.6,4.2,3,3,15
1470	,6598.TW,ABC-KY,25,-0.2,46,25,25.74,46,53.6,-25.8,64.4,-65.9,-65,8,20
1471	,6603.TW,富強鑫,16.4,1.55,961,16.4,16.31,961,379,1.2,28.2,0.6,8,15,25
1472	,6605.TW,帝寶,130,9.24,5238,130,112.6,5238,1101.2,11.2,31.1,16,9,17,216
1473	,6609.TW,瀧澤科,35.1,-1.68,215,35.1,34.59,215,394.1,3.5,19.4,4.2,21,7,25
1474	,6612.TW,奈米醫材,130.5,0.38,103,130.5,140.1,103,140.9,8.9,80.4,20.7,249,3,45
1475	,6613.TW,朋億*,118.5,-0.84,717,118.5,109.13,717,447.1,16.2,22.2,10.8,242,3,80
1476	,6615.TW,慧智,43.1,-1.15,80,43.1,40.42,80,156.7,2.5,29.7,-2.3,33,2,9
1477	,6616.TW,特昇-KY,14,2.19,34,14,13.76,34,29.4,-21.8,3.6,-10.5,5,3,4
1478	,6624.TW,萬年清,46.4,2.09,12,46.4,46.68,12,7.7,-12.8,11.5,-29.8,8,2,8
1479	,6625.TW,必應,92.9,0,863,92.9,100.77,863,767.6,9.5,21.4,3.5,-10,4,41
1480	,6629.TW,泰金-KY,46.5,-0.21,1,46.5,46.89,1,1.8,9.6,21.1,13.6,23,4,17
1481	,6640.TW,均華,118,-1.67,110,118,110.93,110,306.4,10,34.9,4.1,30,3,33
1482	,6641.TW,基士德-KY,47.95,1.16,9,47.95,47.9,9,9.6,-1.3,34.8,-2.2,52,4,18
1483	,6642.TW,富致,48.45,-0.92,12,48.45,50.05,12,45.3,7.6,40.7,15.2,482,4,18
1484	,6643.TW,M31,910,3.64,1378,910,935,1378,1128.8,22.7,100,25.1,1746,3,317
1485	,6649.TW,台生材,33.8,-0.59,40,33.8,35.58,40,46.9,1.4,70.7,8.8,36,4,14
1486	,6651.TW,全宇昕,69.9,-1.27,37,69.9,72.5,37,79.2,16.2,35.2,19.3,118,3,24
1487	,6654.TW,天正國際,44,-1.79,33,44,46.69,33,19.8,-3.6,14.9,-15.6,7,3,15
1488	,6655.TW,科定,122.5,0,5,122.5,123,5,7.6,9.7,46.4,10.9,12,7,91
1489	,6661.TW,威健生技,24.05,-2.43,18,24.05,23.84,18,143.5,-6.6,43.7,-9.8,49,2,6
1490	,6662.TW,樂斯科,33.4,0.3,18,33.4,32.84,18,29.6,12.2,38,19,50,3,9
1491	,6664.TW,群翊,135,-0.37,188,135,133.54,188,531.8,24.2,47.9,28.7,143,6,76
1492	,6666.TW,羅麗芬-KY,74.3,-3.26,102,74.3,79.47,102,35.2,3.7,59.7,2.3,23,5,35
1493	,6667.TW,信紘科,74.7,-2.61,357,74.7,74.48,357,204.2,22.2,24,12.1,25,4,33
1494	,6668.TW,中揚光,36.7,-0.27,68,36.7,38.05,68,287.3,-17.2,-0.8,-33.3,-9,8,29
1495	,6669.TW,緯穎,1690,-3.7,5790,1690,1840.25,5790,5342.2,26.6,8.8,6.2,21,17,2955
1496	,6670.TW,復盛應用,195,-0.26,173,195,199.74,173,256.9,17,19.1,7.1,103,13,259
1497	,6671.TW,三能-KY,39.8,-0.5,19,39.8,40.26,19,12.5,7.6,37.7,9.2,54,6,24
1498	,6672.TW,騰輝電子-KY,99.5,8.62,9706,99.5,85.11,9706,1609.4,19.8,31,8.5,37,7,71
1499	,6674.TW,鋐寶科技,27.8,-1.24,7,27.8,28.51,7,9.8,-17.2,12.2,-22.8,-67,7,19
1500	,6679.TW,鈺太,363.5,-1.09,217,363.5,363.4,217,832.9,8.8,39,17.5,531,5,200
1501	,6680.TW,鑫創電子,89.6,-0.55,5,89.6,89.04,5,12.2,21.1,30.9,11.5,56,2,19
1502	,6683.TW,雍智科技,203,-2.17,386,203,224.43,386,455.1,13.9,50.6,28.2,2632,3,55
1503	,6684.TW,安格,49.8,-1.39,205,49.8,49.23,205,318.1,-12.4,43.8,-43.1,97,4,22
1504	,6689.TW,伊雲谷,126.5,-2.69,858,126.5,133.66,858,1776.5,3,11.8,0.7,46,7,86
1505	,6690.TW,安碁資訊,164,-0.91,123,164,181.1,123,535.4,15.6,39.5,12.1,38,2,36
1506	,6691.TW,洋基工程,278,0.36,281,278,280.7,281,378.2,33.2,17.2,13.6,744,9,245
1507	,6693.TW,廣閎科,63.7,0,30,63.7,62.19,30,48.6,3.3,9.6,-0.7,39,5,29
1508	,6695.TW,芯鼎,40.7,-0.25,287,40.7,42.01,287,146.9,-8.2,42.2,-14.1,22,10,35
1509	,6697.TW,東捷資訊,56.6,-2.58,116,56.6,60.79,116,413.5,15.1,12.6,5.9,122,3,15
1510	,6698.TW,旭暉應材,34.45,1.03,62,34.45,34.21,62,133.6,-8.2,14,-13.2,4,7,23
1511	,6703.TW,軒郁,258,1.18,432,258,259.97,432,536.2,30.6,68.9,17.5,398,3,72
1512	,6706.TW,惠特,68.4,1.33,177,68.4,70.5,177,292,-5.7,17.8,-16.1,153,7,50
1513	,6708.TW,天擎,45.5,-1.94,28,45.5,47.6,28,24.7,-13.6,56.3,-44.9,38,3,13
1514	,6712.TW,長聖,193.5,0.52,420,193.5,193.95,420,629.7,25,45.3,20.5,519,8,146
1515	,6715.TW,嘉基,116,0.87,88,116,122.17,88,145.9,13.6,34.9,21.2,130,6,72
1516	,6716.TW,應廣,85,0.59,5,85,88,5,5.9,9.5,28.9,10.7,116,3,25
1517	,6719.TW,力智,224.5,-1.75,878,224.5,244.38,878,1344.5,-1,22.7,-7.5,1026,8,182
1518	,6721.TW,信實,51.3,0,5,51.3,51.07,5,7.7,11.5,3.3,1.5,36,2,12
1519	,6727.TW,亞泰金屬,63.1,-0.47,20,63.1,63.34,20,45.1,12.3,20,10.4,34,2,15
1520	,6728.TW,上洋,141.5,-2.08,191,141.5,146.22,191,72.5,22,35.8,10.7,118,2,33
1521	,6732.TW,昇佳電子,328,2.18,379,328,309.63,379,841,15.8,28.6,14.2,2238,5,160
1522	,6733.TW,博晟生醫,38.3,0.52,255,38.3,40.83,255,543.5,-8.4,85,-67.8,-2349,12,47
1523	,6735.TW,美達科技,51.8,0.39,7,51.8,53.32,7,22.8,-2,57.9,-12.3,86,4,21
1524	,6741.TW,91APP*-KY,108,0,719,108,115.55,719,772,12.2,73.6,29.8,951,6,130
1525	,6743.TW,安普新,51.8,-0.96,438,51.8,56.98,438,451.4,-3.3,20.1,4.3,2,15,78
1526	,6747.TW,亨泰光,195,-0.76,37,195,210.38,37,137.1,18.4,68.2,32.8,616,2,47
1527	,6751.TW,智聯服務,93.2,-1.38,118,93.2,98.97,118,270.8,11.1,17.9,7.6,2317,2,21
1528	,6752.TW,叡揚,142.5,-4.36,380,142.5,153.03,380,949.9,15.8,50.5,11.1,48,3,43
1529	,6754.TW,匯僑設計,51.3,-0.19,43,51.3,51.06,43,48.4,7.3,23.8,6.6,413,7,34
1530	,6756.TW,威鋒電子,212.5,-2.07,434,212.5,224.18,434,684.6,2,48.1,1.1,2473,7,147
1531	,6761.TW,穩得,81,-1.34,37,81,81.81,37,170.9,9.6,27.6,7.9,23,3,20
1532	,6762.TW,達亞,278,-0.18,3,278,281.02,3,12.1,11.5,40.5,22.6,29,3,72
1533	,6763.TW,綠界科技,472,3.06,46,472,471.32,46,32.2,14.1,42.4,27.4,584,2,87
1534	,6767.TW,台微醫,42.5,0.35,6,42.5,43.9,6,41.8,7.3,79.4,-2.9,-14,3,12
1535	,6768.TW,志強-KY,63.8,0.31,34,63.8,63.96,34,94.6,1.2,13.9,1.1,33,20,125
1536	,6770.TW,力積電,29.2,0.34,6528,29.2,29.83,6528,10914,0.8,18.7,2.9,39,407,1188
1537	,6776.TW,展碁國際,56.9,-1.04,281,56.9,56.48,281,819.7,19.1,6.6,2.3,13,8,46
1538	,6781.TW,AES-KY,639,-1.39,296,639,695.55,296,380.7,18.9,37.6,24.3,83,9,546
1539	,6782.TW,視陽,168,-3.17,532,168,184.89,532,398.4,5.1,29,6.6,23,6,106
1540	,6788.TW,華景電,137.5,0,185,137.5,140.85,185,1617.7,22,54,30.1,186,3,48
1541	,6789.TW,采鈺,213,-0.93,579,213,233.75,579,1036.3,1.8,23.6,5.2,171,32,673
1542	,6790.TW,永豐實,38.95,-0.51,141,38.95,38.19,141,220.1,8.7,20.6,5.8,106,27,104
1543	,6791.TW,虎門科技,99.1,-0.9,35,99.1,102.88,35,158.8,17,40.5,17.4,71,2,21
1544	,6792.TW,詠業,86.7,-0.34,82,86.7,86.59,82,169.9,10.4,35.5,16.3,347,5,42
1545	,6796.TW,晉弘,116.5,4.95,824,116.5,120.1,824,1049.9,8,53.8,15.9,63,3,39
1546	,6799.TW,來頡,135.5,-4.91,699,135.5,138.18,699,920.9,12.6,45.9,22.2,1210,4,56
1547	,6803.TW,崑鼎,316,0,34,316,319,34,60.7,24,21.3,19.3,57,7,225
1548	,6804.TW,明係,63.5,-2.31,47,63.5,69.63,47,67.9,16.3,9.4,4.6,23,4,22
1549	,6806.TW,森崴能源,103,-2.37,1922,103,106,1922,1983.6,2.8,11,6.2,12,22,223
1550	,6807.TW,峰源-KY,26.45,-1.12,35,26.45,26.33,35,34.4,2.7,12.9,0.3,77,5,14
1551	,6811.TW,宏碁資訊,314,3.12,242,314,320.13,242,434,30.5,11.6,7.5,1098,4,130
1552	,6823.TW,濾能,74,0.68,6,74,76.1,6,10.2,3,25.4,4.2,118,2,16
1553	,6829.TW,千附精密,114.5,-1.72,244,114.5,112.8,244,1095.6,8.4,29.4,17.5,213,6,68
1554	,6830.TW,汎銓,177,-2.48,586,177,175.3,586,1845.4,5.5,32.1,13.3,32,5,83
1555	,6834.TW,天二科技,27.6,5.34,224,27.6,26.39,224,49.6,-8,5.3,-13.8,32,9,24
1556	,6835.TW,圓裕,40.25,-2.19,112,40.25,42.45,112,73.7,10.2,26.8,11.7,27,7,27
1557	,6843.TW,進典,70.5,0,21,70.5,71.58,21,45.3,19.2,40.2,22,56,3,23
1558	,6855.TW,數泓科,84.3,0.12,11,84.3,84.55,11,11.4,13.4,43.2,27.1,181,2,18
1559	,6859.TW,伯特光,137,1.48,42,137,137.18,42,37.3,5.6,28.7,17.7,84,4,48
1560	,6874.TW,倍力,131,-7.42,672,131,139.65,672,1883.7,24.8,11.5,6.9,19,2,29
1561	,7402.TW,邑錡,81.1,1.12,572,81.1,74.61,572,831.4,0.2,35.6,1,8,3,27
1562	,7556.TW,意德士,103.5,-0.48,7,103.5,104.45,7,19.4,15.8,39.3,21.2,641,2,25
1563	,8011.TW,台通,16.65,-0.6,419,16.65,17.57,419,692.5,2.1,23.7,9.7,-4,15,25
1564	,8016.TW,矽創,236.5,0,2135,236.5,222.93,2135,2383.8,11.2,30.1,10.8,1304,12,284
1565	,8021.TW,尖點,28.75,-1.88,956,28.75,31.32,956,1857.5,-10.4,18.4,-1.6,37,14,41
1566	,8024.TW,佑華,21.95,-0.23,48,21.95,22.36,48,85.7,-0.6,35.1,-11.8,0,5,10
1567	,8027.TW,鈦昇,70.2,-5.77,5414,70.2,63.86,5414,7563.1,2.4,37.5,5,39,10,70
1568	,8028.TW,昇陽半導體,57.1,-0.52,1345,57.1,61.04,1345,3994.1,17.8,27.2,10.7,13,15,87
1569	,8032.TW,光菱,31.25,-0.64,30,31.25,31.28,30,14.3,2.9,12.2,2.3,19,5,16
1570	,8033.TW,雷虎,58.9,-0.34,868,58.9,59.88,868,1806.3,-4.4,41.5,0.6,4,14,84
1571	,8034.TW,榮群,18.5,-2.63,771,18.5,17.95,771,1052.7,12.8,32,14.9,62,6,12
1572	,8038.TW,長園科,45.5,-1.62,488,45.5,48.54,488,528.5,9.4,31.5,12,-2,6,29
1573	,8039.TW,台虹,42.7,-0.47,644,42.7,42.15,644,354.9,6.4,22.6,7.1,26,21,89
1574	,8040.TW,九暘,43.65,-0.91,73,43.65,44.53,73,178.9,9.9,36.5,0.2,258,7,30
1575	,8042.TW,金山電,35.75,-0.42,19,35.75,35.8,19,20.2,0.7,17.9,-0.5,4,13,46
1576	,8043.TW,蜜望實,27.3,0,94,27.3,27.72,94,112.6,0.4,1.5,-2.7,330,8,22
1577	,8044.TW,網家,43.9,-1.46,561,43.9,45.42,561,906.5,-3.8,11.8,-1.2,4,14,63
1578	,8046.TW,南電,247,0.82,3804,247,256.85,3804,5010.5,14,19,14.3,1128,65,1596
1579	,8047.TW,星雲,11.4,-0.44,13,11.4,11.5,13,7.8,-19.9,18.9,-18,-1000,4,5
1580	,8048.TW,德勝,76.6,-1.42,1075,76.6,86.89,1075,4239.3,14.8,29.5,14,6479,6,43
1581	,8049.TW,晶采,41.2,-2.49,2509,41.2,39.55,2509,1549.9,24,32.1,21.2,365,12,49
1582	,8050.TW,廣積,100.5,2.03,7432,100.5,95.55,7432,10402,12.3,28.1,12.3,26,19,196
1583	,8054.TW,安國,32.25,0,184,32.25,34.66,184,511.3,-7.6,38.9,-17.3,37,9,29
1584	,8059.TW,凱碩,14.25,-4.68,594,14.25,15.76,594,422.7,11,21.1,4.6,7,19,27
1585	,8064.TW,東捷,18,0.56,529,18,17.67,529,544.4,8.3,20.7,8.3,32,16,30
1586	,8066.TW,來思達,29.45,0.86,57,29.45,29.29,57,48.3,-0.9,12.6,0.3,4,3,9
1587	,8067.TW,志旭,12.65,-0.78,8,12.65,13.76,8,11.1,-13.7,36.5,-27.6,-5,2,3
1588	,8068.TW,全達,27.85,-0.54,65,27.85,28.36,65,462.6,-5.2,7.2,-7.1,1,8,22
1589	,8069.TW,元太,218,-3.33,4770,218,216.52,4770,7614.1,16.6,49.1,25.1,75,114,2486
1590	,8070.TW,長華*,30.4,0.16,818,30.4,30.79,818,760.5,19.5,18.4,9.3,41,7,210
1591	,8071.TW,能率網通,15.8,0.64,92,15.8,16.35,92,337.2,-5.2,16,-0.7,8,5,8
1592	,8072.TW,陞泰,26.2,0.19,51,26.2,26.83,51,98.9,2,18,0.8,0,8,21
1593	,8074.TW,鉅橡,19.15,0,61,19.15,19.23,61,41.4,2.7,19.3,4.5,38,8,16
1594	,8076.TW,伍豐,33.65,-2.32,1881,33.65,35.39,1881,1470,20.2,27.6,2,13,30,100
1595	,8077.TW,洛碁,37.75,0,1,37.75,36.12,1,3.3,-30.8,14.2,-2.8,-3,2,8
1596	,8080.TW,永利聯合,10.2,-3.32,3,10.2,10.48,3,4.3,6.1,14,4.2,60,2,2
1597	,8081.TW,致新,228.5,3.39,2168,228.5,204.4,2168,913.5,14.2,38.5,16.9,623,9,197
1598	,8083.TW,瑞穎,147.5,-0.34,71,147.5,146.88,71,73.8,21.9,38.5,26.4,58,4,52
1599	,8084.TW,巨虹,85.7,1.18,148,85.7,87.55,148,388.2,-52.6,22,-16.3,5,7,60
1600	,8085.TW,福華,45.75,-0.87,1127,45.75,42.88,1127,1016.9,-4,-1,-11.8,7,14,64
1601	,8086.TW,宏捷科,94.9,-4.33,4713,94.9,95.71,4713,4376.4,0.1,15,-1.8,10,20,186
1602	,8087.TW,華鎂鑫,52.8,-4,294,52.8,63.96,294,425.8,6.2,21.4,-59.8,8,3,15
1603	,8088.TW,品安,32.45,-0.31,604,32.45,32.76,604,1219.9,11.8,15,10.5,834,6,20
1604	,8089.TW,康全電訊,20.25,-3.11,101,20.25,20.85,101,46.5,-32.7,11.6,-42.8,5,6,12
1605	,8091.TW,翔名,87.3,-0.68,143,87.3,89.07,143,248.9,8.2,37.6,19.6,62,5,42
1606	,8092.TW,建暐,12.85,-1.53,255,12.85,12.93,255,434.4,1,18.6,2,2,4,6
1607	,8093.TW,保銳,18.3,-2.66,526,18.3,23.55,526,1428.3,0,0,0,3,4,8
1608	,8096.TW,擎亞,10.85,-1.81,514,10.85,11.9,514,621,-14.3,2,-1.7,1,15,16
1609	,8097.TW,常珵,48.65,-0.41,204,48.65,48.74,204,192.3,1.6,22.7,1.3,35,7,33
1610	,8099.TW,大世科,50.5,0,104,50.5,53.33,104,435.1,8.4,20.3,3.7,80,9,45
1611	,8101.TW,華冠,5.67,-1.22,46,5.67,5.82,46,31.5,-96,-14.7,-125.2,-8,7,4
1612	,8103.TW,瀚荃,37.1,-0.67,369,37.1,37.17,369,636.4,3.7,33.7,8.4,30,8,29
1613	,8104.TW,錸寶,38.4,0.92,253,38.4,38.32,253,205.1,3.2,15.3,1.8,4,7,29
1614	,8105.TW,凌巨,15.05,-2.27,2608,15.05,15.89,2608,3397,2.8,6.3,1.4,30,44,66
1615	,8107.TW,大億金茂,16.75,-0.59,65,16.75,16.86,65,57.2,0.1,7.1,-14.3,3,8,13
1616	,8109.TW,博大,105,-1.87,1491,105,101.18,1491,1420.8,23,47.1,35,45,8,83
1617	,8110.TW,華東,13.8,0,867,13.8,13.88,867,1806.6,0.3,1.6,-3.8,3,52,71
1618	,8111.TW,立碁,18.05,-0.55,85,18.05,18.32,85,188,0.2,25.5,1.7,19,11,20
1619	,8112.TW,至上,49.2,1.23,3556,49.2,47.87,3556,4658.1,15.8,4,2.5,4,43,211
1620	,8114.TW,振樺電,105,-0.47,173,105,112.13,173,324.3,10.2,36.6,11,8,8,79
1621	,8121.TW,越峰,25.05,-3.65,762,25.05,27.06,762,384.5,-13.1,6.7,-12.5,3,21,53
1622	,8131.TW,福懋科,39.45,0.13,550,39.45,40.65,550,406.1,7.9,7,3.7,514,44,174
1623	,8147.TW,正淩,72.2,-1.9,100,72.2,71.7,100,303.1,5.6,38.4,6.4,33,3,24
1624	,8150.TW,南茂,36.9,-0.4,1605,36.9,35.87,1605,2400.7,10.3,17.3,9.6,27,73,268
1625	,8155.TW,博智,155,2.65,4535,155,162.11,4535,2782,10,19.1,8,112,5,79
1626	,8163.TW,達方,42.65,-0.7,446,42.65,44.37,446,824.9,9.2,17.5,5.1,12,28,119
1627	,8171.TW,天宇,40.75,-2.16,378,40.75,42.56,378,424.1,2.1,14.1,0.8,13,8,31
1628	,8176.TW,智捷,11.4,-1.3,94,11.4,12.11,94,252.9,-18.1,27.8,-31.9,-31,7,8
1629	,8182.TW,加高,30,0.33,32,30,29.91,32,44.3,5.5,14.1,2.6,18,11,32
1630	,8183.TW,精星,50.2,-0.2,286,50.2,50.56,286,567.9,14.5,20.6,10.1,29,12,61
1631	,8201.TW,無敵,21.15,-5.58,689,21.15,21.35,689,2269.6,-15.1,12.7,-16.1,-192,6,13
1632	,8210.TW,勤誠,212.5,8.42,14989,212.5,208.63,14989,4491.1,2.5,16.5,2.7,29,12,256
1633	,8213.TW,志超,42.9,-0.46,413,42.9,43.19,413,836.5,4.4,12.2,6.2,19,27,116
1634	,8215.TW,明基材,39.05,-0.89,3391,39.05,40.79,3391,5787.3,8.4,17.6,3.4,35,32,125
1635	,8222.TW,寶一,48.1,-0.41,912,48.1,49.13,912,2190.2,14,18.2,1.3,4,7,33
1636	,8227.TW,巨有科技,171.5,5.86,1829,171.5,176.6,1829,1053.5,23,30.7,18.1,2621,4,64
1637	,8234.TW,新漢,56.5,0.53,899,56.5,60.15,899,5799.1,15.6,30.7,10.2,31,14,80
1638	,8240.TW,華宏,32.2,1.42,180,32.2,31.49,180,122.6,0.4,9.7,-0.7,10,10,32
1639	,8249.TW,菱光,30.95,-7.47,1225,30.95,32.9,1225,831.1,4.4,18.5,10.2,28,15,39
1640	,8255.TW,朋程,177,1.14,3129,177,180.25,3129,1568.1,19.3,19.9,3,21,10,180
1641	,8261.TW,富鼎,91.8,-1.4,346,91.8,94.87,346,485.1,5.2,22.1,7,516,12,76
1642	,8271.TW,宇瞻,52.2,0.58,365,52.2,54.34,365,1086.9,12.9,25.3,9.4,105,12,58
1643	,8277.TW,商丞,11.9,0,256,11.9,12.15,256,881.1,-18.7,15.6,-33.3,-71,9,11
1644	,8279.TW,生展,171.5,0.29,6,171.5,170.15,6,9.7,15.2,34.1,15.8,79,3,46
1645	,8284.TW,三竹,61.8,1.15,26,61.8,62.79,26,29.6,16.9,22.7,9.4,6828,5,29
1646	,8289.TW,泰藝,36.9,-2.64,462,36.9,38.31,462,304.4,13.1,33.5,14.6,153,7,25
1647	,8291.TW,尚茂,6,-4.31,4,6,5.85,4,6.1,-58.8,-59.2,-96.6,-17,5,3
1648	,8299.TW,群聯,379,-1.04,1374,379,399.6,1374,2221,4.6,32.5,7.2,177,20,763
1649	,8341.TW,日友,131,-0.38,231,131,135.45,231,340.8,15.7,42.2,22.8,16,13,170
1650	,8342.TW,益張,58.1,0.17,19,58.1,56.62,19,12.3,22.4,22.2,9.9,52,3,19
1651	,8349.TW,恒耀,60.4,-0.17,143,60.4,61.55,143,125.9,2.6,15.4,2.3,7,14,83
1652	,8354.TW,冠好,14.45,0,41,14.45,14.35,41,30.4,-0.4,11.2,-6.1,6,8,11
1653	,8358.TW,金居,60.9,-1.62,4401,60.9,62.92,4401,23671,11.6,16,13.2,224,25,154
1654	,8367.TW,建新國際,41.7,-0.48,20,41.7,42.58,20,39.7,5.6,28.3,14.7,6,9,37
1655	,8374.TW,羅昇,30,0.33,26,30,31.46,26,60.2,0.6,20,-0.2,16,11,27
1656	,8383.TW,千附,38.45,-0.9,148,38.45,38.76,148,185.1,3.8,17.7,5.3,239,11,44
1657	,8390.TW,金益鼎,46.4,-3.33,2934,46.4,47.19,2934,6531.3,19,16.7,11.3,230,10,45
1658	,8401.TW,白紗科,20.1,0,89,20.1,20.28,89,62.3,7.6,25.7,6.7,51,6,12
1659	,8403.TW,盛弘,36.7,-1.21,642,36.7,38.78,642,1071,1.5,18.6,2.3,10,12,44
1660	,8404.TW,百和興業-KY,20.05,0.25,179,20.05,20.97,179,190.5,-10.7,29.3,-3.6,5,33,66
1661	,8409.TW,商之器,27.55,-2.65,196,27.55,28.05,196,1016.7,-20.2,71.3,-50.8,7,3,9
1662	,8410.TW,森田,52.2,-4.4,313,52.2,51.19,313,326.1,8.6,38.8,16.1,15,4,19
1663	,8411.TW,福貞-KY,14.85,-1.33,86,14.85,15.38,86,112.7,-2.2,6.3,-1.7,-1,22,32
1664	,8415.TW,大國鋼,33.25,-0.75,192,33.25,33.4,192,196,11.5,34.1,17.2,21,103,343
1665	,8416.TW,實威,135,-0.37,11,135,134.22,11,21.6,17.2,53.4,20.8,4185,3,38
1666	,8418.TW,捷必勝-KY,8.81,-1.01,24,8.81,9.1,24,12.1,-9,9.6,-6.3,-2,8,7
1667	,8420.TW,明揚,86.2,-1.49,430,86.2,90.95,430,489.1,38,21.1,17.5,128,5,47
1668	,8421.TW,旭源,13.3,-0.75,35,13.3,13.46,35,91.3,-4.7,14.3,-4,28,5,7
1669	,8422.TW,可寧衛,186,-1.59,715,186,192.07,715,365.8,19.6,42.3,31.1,52,11,203
1670	,8423.TW,保綠-KY,22.8,0.66,29,22.8,22.93,29,6.5,1.6,23.9,4.7,18,2,6
1671	,8424.TW,惠普,67.4,0.15,18,67.4,67.56,18,10,13.9,27.5,19.2,3965,4,24
1672	,8426.TW,紅木-KY,54.5,2.44,331,54.5,58.03,331,248.7,28.2,34.4,13.4,4,5,27
1673	,8429.TW,金麗-KY,10.05,-0.99,255,10.05,10.47,255,215.2,-0.3,-5.3,-64.1,-118,19,19
1674	,8431.TW,匯鑽科,60.7,0,111,60.7,62.97,111,155.3,-2.4,22.4,1.9,5,4,27
1675	,8432.TW,東生華,47.55,-0.11,33,47.55,47.45,33,75.4,6.8,58.4,16.1,2656,4,18
1676	,8433.TW,弘帆,97.3,1.99,718,97.3,85.91,718,829,13.1,27.6,14.3,23,5,51
1677	,8435.TW,鉅邁,60.7,0,85,60.7,60.48,85,53.8,16.8,46.1,16,302,3,19
1678	,8436.TW,大江,170,1.8,522,170,172.15,522,780.7,10.7,39.4,12.6,38,12,201
1679	,8437.TW,大地-KY,99.2,0.61,8,99.2,97.41,8,16.9,2.9,72.6,29.8,14,5,47
1680	,8438.TW,昶昕,28.35,-0.18,42,28.35,26.91,42,247,4.6,11.3,2.8,13,7,20
1681	,8440.TW,綠電,39,-0.64,183,39,39.16,183,576.7,5.6,9.7,4.4,58,4,15
1682	,8442.TW,威宏-KY,82.8,-0.24,118,82.8,83.63,118,116.4,13.8,18,7.6,12,6,50
1683	,8443.TW,阿瘦,12.15,0.41,122,12.15,12.04,122,75.8,0.8,54.9,-0.4,-21,7,8
1684	,8444.TW,綠河-KY,36.4,0.97,22,36.4,37.58,22,29.1,-38.4,2.7,-12,-3,9,33
1685	,8446.TW,華研,104.5,0.97,425,104.5,104.55,425,329.7,20.1,68.2,43,30,5,55
1686	,8450.TW,霹靂,24.35,-1.42,265,24.35,25.34,265,101.6,-17.1,20.8,-45.3,-13,5,12
1687	,8454.TW,富邦媒,593,-0.34,312,593,622.85,312,598.9,35.4,9.9,3.8,332,22,1296
1688	,8455.TW,大拓-KY,21.35,-2.73,34,21.35,21.52,34,10.7,-1.2,9.8,0.7,1,3,5
1689	,8462.TW,柏文,153,0,25,153,153.45,25,43.1,-5.4,19.7,0.4,2,8,122
1690	,8463.TW,潤泰材,25.4,0.59,18,25.4,25.5,18,34.7,2.7,8.3,2.8,4,15,38
1691	,8464.TW,億豐,320.5,-0.93,232,320.5,323.23,232,584.1,25.3,55.9,25.8,914,29,939
1692	,8466.TW,美吉吉-KY,46.1,0,33,46.1,49.17,33,48.9,-8.8,10.5,-6.8,6,7,30
1693	,8467.TW,波力-KY,61.4,-0.81,27,61.4,64.42,27,53.6,7.6,34.1,10.6,20,5,30
