符合條件商品
資料日期：2023年  8月  9日
策略,	基金財務輸出CSV
序號,	代碼,	商品,	成交,	漲幅%,	總量,	CLOSE,	C_MA20,	VOL,	VOL_MA10,	ROE4,	毛利率,	營益率,	利息倍數,	股本,	市值
執行時間：2023-08-09 19:11 符合檔數(1770)
720	,3357.TW,臺慶科,110.5,-1.34,190,110.5,115.1,190,290.9,11.2,30.7,17.3,104,10,113
721	,3360.TW,尚立,12.8,-5.54,859,12.8,13.61,859,199.2,-12.8,2.1,-0.3,2,8,10
722	,3362.TW,先進光,134,-5.63,7498,134,145.4,7498,3091.7,-0.2,18.4,3.2,15,14,191
723	,3363.TW,上詮,63.4,-9.94,7462,63.4,68.74,7462,5187.2,8.2,14.6,-4.7,19,9,56
724	,3372.TW,典範,13.95,-2.45,282,13.95,14.09,282,1211.7,-7.1,-13.4,-23.9,95,18,24
725	,3373.TW,熱映,20.25,0,24,20.25,20.66,24,37.7,-5.7,13,-15.9,0,4,9
726	,3374.TW,精材,117,0.86,874,117,127.72,874,1738.8,10.9,27.8,19.9,567,27,317
727	,3376.TW,新日興,85,0.35,460,85,84.21,460,493.4,3.2,15.8,7.3,204,19,160
728	,3379.TW,彬台,12.6,0.8,45,12.6,12.63,45,65,-11.9,21.6,-18.5,-26,4,5
729	,3380.TW,明泰,38.3,-1.16,2960,38.3,42.61,2960,5766.2,8.7,17.6,3.6,14,54,207
730	,3388.TW,崇越電,69.2,0,79,69.2,69.66,79,90.5,4.7,15.5,3.5,48,7,51
731	,3390.TW,旭軟,17.2,0.58,89,17.2,17.13,89,116.7,1.2,13.8,-2.2,13,7,12
732	,3402.TW,漢科,48.6,-0.51,162,48.6,47.52,162,323.1,13.2,20.5,6.5,243,7,36
733	,3406.TW,玉晶光,395.5,1.67,1482,395.5,390.71,1482,2045.1,5,31.2,7.1,30,11,446
734	,3413.TW,京鼎,176.5,-1.12,704,176.5,182.97,704,518.7,15.5,26.2,16.2,74,10,157
735	,3416.TW,融程電,128.5,-4.46,1190,128.5,133.43,1190,571.7,22.7,38.4,22,82,8,98
736	,3419.TW,譁裕,19.2,-1.54,470,19.2,19.48,470,955.7,-8.9,16.8,-7.5,4,12,23
737	,3426.TW,台興,38.5,-1.41,12,38.5,38.2,12,9,6,29.9,8.2,97,3,10
738	,3430.TW,奇鈦科,46.8,-0.11,62,46.8,47.05,62,65.6,9.6,28.3,10.6,91,3,16
739	,3432.TW,台端,11.8,-1.26,68,11.8,11.87,68,171.9,-1.9,35.2,-146,-2491,7,8
740	,3434.TW,哲固,30.85,3.01,211,30.85,30.01,211,85.9,12.6,16.4,3.6,22,2,7
741	,3437.TW,榮創,17.3,-0.86,100,17.3,17.91,100,176,-8.5,12.3,-16.1,-39,14,25
742	,3438.TW,類比科,63.1,-1.87,566,63.1,66.64,566,281.7,4.5,33.3,3.2,525,5,30
743	,3441.TW,聯一光,40,-0.87,164,40,41.15,164,317.3,5.8,35,11.4,30,4,16
744	,3443.TW,創意,1340,-0.37,5682,1340,1682.75,5682,4651.3,39.6,29.1,14.2,986,13,1796
745	,3444.TW,利機,73,-0.54,280,73,77.51,280,1081.8,12.2,25.8,8.6,116,4,32
746	,3447.TW,展達,44.15,-2.32,325,44.15,47.94,325,553.2,-1.1,10.3,-0.5,16,8,34
747	,3450.TW,聯鈞,43.8,-1.46,651,43.8,45,651,3446.4,1.2,17.2,5.1,113,15,64
748	,3454.TW,晶睿,183,5.48,2438,183,186.01,2438,927.4,14.5,23,4.2,89,9,158
749	,3455.TW,由田,80.6,-0.25,141,80.6,81.12,141,225.3,3,55.5,9.3,120,6,48
750	,3465.TW,進泰電子,79.8,-2.92,264,79.8,84.59,264,48.6,-15.9,10.5,-15.6,8,4,28
751	,3466.TW,致振,26.3,-2.23,215,26.3,27.71,215,116.9,-7.8,20,-6.4,5,6,16
752	,3479.TW,安勤,96.9,-0.72,472,96.9,100.66,472,1213.4,26.3,27.6,13.1,61,7,70
753	,3481.TW,群創,16.5,-0.9,61872,16.5,16.29,61872,118794.4,-12.4,-7,-18.9,-28,956,1577
754	,3483.TW,力致,158,9.72,24036,158,135.69,24036,5054.4,3.8,18.9,3.9,17,8,125
755	,3484.TW,崧騰,41.2,-0.12,198,41.2,41.72,198,162.5,-7.1,12.7,-5.2,16,8,31
756	,3489.TW,森寶,11.25,-0.88,14,11.25,11.14,14,26.4,-1.9,4.3,-2.8,40,8,9
757	,3490.TW,單井,24.4,0.83,29,24.4,24.58,29,62.3,2.5,28.8,5.8,48,6,13
758	,3491.TW,昇達科,138,-2.13,653,138,147.58,653,859.4,10.4,39.6,15.7,90,6,87
759	,3492.TW,長盛,19.8,1.8,108,19.8,19.46,108,37.5,0.1,27.1,-0.4,67,4,7
760	,3494.TW,誠研,7.11,-3.92,313,7.11,7.9,313,135.8,-23.5,21.9,-24.9,-9,14,9
761	,3498.TW,陽程,36.8,-0.54,129,36.8,38.34,129,264.7,-3.2,33.4,0.2,31,6,23
762	,3499.TW,環天科,20.5,-0.73,127,20.5,21.03,127,374.8,-11.9,16.4,-21.2,0,5,11
763	,3501.TW,維熹,49.3,-0.3,144,49.3,50.26,144,205.5,5.8,23.6,11.3,153,12,58
764	,3504.TW,揚明光,66,-1.2,316,66,70.93,316,522.4,-8.4,10.9,-10.8,5,11,75
765	,3508.TW,位速,30.05,-0.83,245,30.05,31.73,245,280.9,-17.2,2.4,-31.1,-15,10,31
766	,3511.TW,矽瑪,30.8,-1.75,133,30.8,32.14,133,175.8,-5.3,14.1,-5.2,82,8,25
767	,3512.TW,皇龍,29.6,0.17,39,29.6,29.45,39,44.5,13.8,15.7,9.5,15,8,25
768	,3515.TW,華擎,241,-0.82,2081,241,258.65,2081,3347.7,7.8,20.1,3.5,123,12,294
769	,3516.TW,亞帝歐,17.65,1.73,13,17.65,17.99,13,86.9,0.9,14.2,-5.6,16,5,9
770	,3518.TW,柏騰,40.1,-1.47,872,40.1,39.65,872,1483.1,1.8,29.6,-16.4,10,8,32
771	,3520.TW,華盈,17.75,5.65,2684,17.75,16.93,2684,449.3,-2.6,12.7,-2.7,14,7,12
772	,3521.TW,鴻翊,22.35,-2.83,453,22.35,24.55,453,431.9,-35.5,15.5,-35.1,-5,8,17
773	,3522.TW,御頂,17,-1.16,56,17,17.25,56,70.4,2.8,49.6,-2.7,-3,6,11
774	,3523.TW,迎輝,16.2,4.52,25,16.2,15.1,25,20.2,-66.9,-38,-120.2,-5,6,10
775	,3526.TW,凡甲,170.5,-9.79,1762,170.5,161.64,1762,1324.7,33.5,50.9,29,61,6,101
776	,3527.TW,聚積,93.7,-1.47,40,93.7,95.5,40,83.8,-1.3,39.4,-3.8,199,4,42
777	,3528.TW,安馳,51.1,-4.49,489,51.1,53.92,489,90,11.4,10.2,5,11,7,34
778	,3529.TW,力旺,1820,4.6,716,1820,1943,716,450.7,49.5,100,52.9,13257,8,1387
779	,3530.TW,晶相光,73.6,0,52,73.6,74.1,52,292.6,-6.4,5.8,-16.1,32,8,58
780	,3531.TW,先益,27.1,-0.91,27,27.1,27.59,27,147,-0,14.4,0.6,35,6,17
781	,3532.TW,台勝科,145,-1.69,1521,145,159.3,1521,1744.7,14.8,35.4,29.1,7170,39,562
782	,3533.TW,嘉澤,759,5.56,2073,759,741.14,2073,1480.2,18.6,45.5,26.7,150,11,845
783	,3535.TW,晶彩科,18.35,-0.81,192,18.35,18.72,192,321.8,-12.2,31,-107.8,45,8,15
784	,3537.TW,堡達,38.1,0.26,85,38.1,37.4,85,270.1,18.4,18.3,10.2,47,5,20
785	,3540.TW,曜越,46,-1.39,655,46,51.9,655,1696.1,7.5,33.3,3.8,3,7,34
786	,3541.TW,西柏,42.7,-3.06,171,42.7,47.63,171,281.5,10.8,38.1,11.6,127,6,24
787	,3543.TW,州巧,21.75,0.46,83,21.75,21.81,83,58.3,-2,16.8,0.8,-2,9,19
788	,3545.TW,敦泰,70,-0.99,1672,70,71.34,1672,1904.5,2.2,18.8,1.1,-35,22,151
789	,3546.TW,宇峻,74.9,-0.93,241,74.9,76.94,241,274.3,14,97.1,17.6,1363,5,38
790	,3548.TW,兆利,78.3,8.3,3181,78.3,70.68,3181,650.4,0.3,12.8,0.1,36,6,47
791	,3550.TW,聯穎,16.25,-0.91,55,16.25,16.03,55,158,-6.9,14.2,-3,1,9,14
792	,3551.TW,世禾,73.8,0.54,228,73.8,70.53,228,290.2,9.4,39.2,18.1,60,6,42
793	,3552.TW,同致,135,1.5,416,135,139.13,416,301.9,6.5,23.2,2.2,13,9,116
794	,3555.TW,重鵬,39.1,0.26,2,39.1,38.4,2,3.4,-5.2,1.7,-330.1,-76,3,10
795	,3556.TW,禾瑞亞,61.3,-0.49,63,61.3,61.54,63,97.5,19.2,48.6,19.4,2482,6,39
796	,3557.TW,嘉威,55.5,-1.77,130,55.5,58.15,130,118.4,28.2,39.4,15,17,8,45
797	,3558.TW,神準,301,-2.75,2973,301,291.13,2973,8354.4,23.7,17.5,6.9,186,5,148
798	,3563.TW,牧德,202.5,-0.25,168,202.5,219.5,168,285.2,16.3,62.8,30.9,130,6,91
799	,3564.TW,其陽,44.55,-4.19,672,44.55,57.27,672,1035,2.2,25.7,1.1,12,6,26
800	,3567.TW,逸昌,33.4,-0.89,37,33.4,32.85,37,138.1,8.4,35,20.6,93,3,11
801	,3570.TW,大塚,131,-1.13,48,131,127.05,48,77.2,23.7,29.9,12.8,524,2,22
802	,3576.TW,聯合再生,17,0,5042,17,17.85,5042,5560.1,0.7,7.6,1.4,4,163,277
803	,3577.TW,泓格,78.6,-1.01,49,78.6,80.77,49,64.1,0.8,49.9,0.8,143,6,46
804	,3580.TW,友威科,58.4,-1.85,1993,58.4,53.43,1993,2282.7,14.2,42,16.2,45,4,23
805	,3581.TW,博磊,33.6,-1.61,4121,33.6,27.78,4121,3676.2,10.5,33.3,5.2,17,5,17
806	,3583.TW,辛耘,240.5,-6.42,16965,240.5,207.82,16965,18999.8,17.3,28.4,6.1,217,8,195
807	,3587.TW,閎康,282.5,0.53,2712,282.5,255.4,2712,3426.7,25,39.1,21.3,34,7,187
808	,3588.TW,通嘉,59,0.85,325,59,55.49,325,1873.5,-4.1,36.2,-8.5,338,6,35
809	,3591.TW,艾笛森,26.75,-0.56,1344,26.75,26.37,1344,3545,2,25.5,1.6,4,14,37
810	,3592.TW,瑞鼎,315.5,-2.47,481,315.5,322.48,481,424.5,16.4,28.1,5.6,5689,8,239
811	,3593.TW,力銘,12,-0.41,26,12,12.19,26,31,-19.6,5.5,-8.7,-3,9,8
812	,3594.TW,磐儀,50.2,-0.4,613,50.2,52.52,613,946.6,6.8,37.5,11.3,11,10,48
813	,3596.TW,智易,138,0,7271,138,131.1,7271,7986.8,17.1,14.2,5.7,23,22,304
814	,3597.TW,映興,23.65,-0.84,13,23.65,24.05,13,15.1,0.5,19.2,0.3,20,4,9
815	,3605.TW,宏致,29.2,-0.34,82,29.2,30.07,82,188.4,-11.8,18.4,-6.4,5,13,39
816	,3607.TW,谷崧,15.45,-1.59,365,15.45,15.91,365,1611.5,-6.4,6.7,-7.6,-10,12,19
817	,3609.TW,三一東林,45.1,-3.84,13,45.1,44.08,13,48.2,-27.6,9,-24.5,-9,4,16
818	,3611.TW,鼎翰,246.5,-6.45,469,246.5,252.77,469,219.1,16.1,32.8,14.7,48,5,116
819	,3615.TW,安可,19.9,0,18,19.9,20.52,18,87.3,4,19.6,0.6,5,7,14
820	,3617.TW,碩天,248.5,9.96,1920,248.5,226.43,1920,1264,16.4,45.6,13.4,32,8,207
821	,3622.TW,洋華,35.5,4.41,641,35.5,35.39,641,241.7,4.8,31.4,15,130,15,54
822	,3623.TW,富晶通,17.7,-0.84,9,17.7,18.37,9,59.8,-2,8.7,-1.8,-12,3,5
823	,3624.TW,光頡,49.55,-1.88,883,49.55,52.65,883,646.2,10.4,30.1,14.7,343,12,58
824	,3625.TW,西勝,15.75,0.96,160,15.75,15.64,160,469.3,9.9,14.1,-12.8,-18,11,18
825	,3628.TW,盈正,48.05,1.8,67,48.05,48.58,67,68.2,8,27.4,5,13,5,22
826	,3629.TW,地心引力,37,-3.9,9,37,43.94,9,15.2,-56.9,40.1,-139.6,-303,3,12
827	,3630.TW,新鉅科,33.75,4.81,1357,33.75,32.92,1357,507.3,-19.4,-4.7,-49.4,-7,18,62
828	,3631.TW,晟楠,32,0.31,18,32,31.53,18,24.8,-3.8,-14.2,-128.8,-2,8,26
829	,3632.TW,研勤,15.4,-0.32,25,15.4,15.57,25,23.2,2.6,63.9,2.5,-2,4,6
830	,3645.TW,達邁,48.75,1.35,525,48.75,48.51,525,890.2,-14.2,-3.6,-35,5,13,64
831	,3646.TW,艾恩特,29.5,-1.01,57,29.5,29.9,57,125.5,5.3,27.9,5.9,26,4,12
832	,3652.TW,精聯,29.15,-1.02,158,29.15,31.05,158,369,3.8,28.6,1.1,75,8,22
833	,3653.TW,健策,585,2.09,1215,585,602.7,1215,2550.6,21.6,31.1,19.7,89,14,808
834	,3661.TW,世芯-KY,2070,-3.5,2478,2070,2053,2478,2978.1,17.4,21,11.1,832,7,1501
835	,3663.TW,鑫科,35.25,-1.67,585,35.25,35.66,585,3415,0,0,0,12,7,26
836	,3664.TW,安瑞-KY,24.2,-9.36,470,24.2,30.56,470,245.2,-46.3,69.3,-31.9,-71,6,14
837	,3665.TW,貿聯-KY,284,-3.24,2894,284,299.9,2894,1552.8,11.3,25.5,9,11,16,463
838	,3666.TW,光耀,27.05,-2.52,520,27.05,27.74,520,1207.5,-22.1,-7.9,-28.8,-61,6,16
839	,3669.TW,圓展,39.9,-1.97,257,39.9,38.64,257,254.1,24,56.4,3.8,41,9,37
840	,3672.TW,康聯訊,25.1,0,2,25.1,25.68,2,20.1,-17.1,32.6,-13.4,-0,3,8
841	,3673.TW,TPK-KY,38.5,1.05,1052,38.5,39.65,1052,1492.3,1.4,4,-0.6,2,41,157
842	,3675.TW,德微,264,-0.56,175,264,276.68,175,702.7,27,37.4,17.8,28,4,117
843	,3679.TW,新至陞,91.3,0.77,160,91.3,84.06,160,179.9,24.6,34.3,22.1,28,6,58
844	,3680.TW,家登,319,-2.15,1548,319,362.18,1548,1572.9,25.5,50.2,30.1,23,9,281
845	,3682.TW,亞太電,6.49,0.62,1033,6.49,6.42,1033,1389.7,-22.2,6.7,-30.8,-21,432,183
846	,3684.TW,榮昌,46.6,-1.89,18,46.6,48.68,18,15.7,7.8,28.4,8.2,42,3,14
847	,3685.TW,元創精密,22.2,-1.11,147,22.2,22.68,147,390.5,-4.7,17.9,-4.8,-2,8,18
848	,3686.TW,達能,13.25,-0.38,82,13.25,13.96,82,166.4,-4.8,-3.3,-203.9,-366,8,10
849	,3687.TW,歐買尬,91.2,-0.65,130,91.2,99.66,130,495.2,7.4,40.9,20.1,43,3,27
850	,3689.TW,湧德,60,-2.28,4513,60,55.79,4513,8287.8,9.2,21.4,6.3,24,8,47
851	,3691.TW,碩禾,85.6,0.12,55,85.6,86.88,55,140.3,-13.2,-9.9,-33.4,-6,9,79
852	,3693.TW,營邦,488,5.97,12171,488,376.05,12171,9314.8,26.3,29.8,13.5,50,4,188
853	,3694.TW,海華,34.5,6.32,5558,34.5,33.91,5558,2606.3,4.6,12.9,1.6,13,15,47
854	,3701.TW,大眾控,58.6,-2.5,2495,58.6,61.5,2495,1138.9,4.4,14.9,3.7,22,23,134
855	,3702.TW,大聯大,51.2,0.39,4047,51.2,51.93,4047,5995.8,3.4,3.9,1.3,4,168,860
856	,3703.TW,欣陸,26.7,-0.93,1331,26.7,26.86,1331,1695.8,6.8,15.3,8.9,7,82,220
857	,3704.TW,合勤控,51.8,0.39,5765,51.8,55.84,5765,8301.2,11.6,21.2,3.7,28,40,209
858	,3705.TW,永信,43.55,-0.57,143,43.55,43.71,143,176.5,9.6,42.1,12.9,33,27,116
859	,3706.TW,神達,45,-2.91,32420,45,47.35,32420,30451.1,1,11.8,-1.4,106,121,543
860	,3707.TW,漢磊,77.5,-0.64,1389,77.5,81.42,1389,1636.9,1.2,11.4,2.2,40,33,258
861	,3708.TW,上緯投控,91.5,4.57,2875,91.5,88.7,2875,589.6,35,18,1.9,15,10,90
862	,3709.TW,鑫聯大投控,23.55,0.43,17,23.55,24.43,17,41.6,7.6,5.5,1.1,5,10,24
863	,3710.TW,連展投控,10.2,-1.92,756,10.2,10.64,756,658.3,-24.1,14.6,-11.9,-0,29,29
864	,3711.TW,日月光投控,111,1.83,11430,111,112.6,11430,15524.1,8,14.8,5.9,21,438,4858
865	,3712.TW,永崴投控,33.65,-2.18,638,33.65,34.06,638,830.8,0.7,12.7,2.9,7,25,83
866	,3713.TW,新晶投控,25.45,0.79,32,25.45,27.84,32,47,-9.4,11,-10.7,8,8,20
867	,3714.TW,富采,48,-0.21,1465,48,49.36,1465,3091.1,-7.6,4.8,-17.9,-3,75,329
868	,3715.TW,定穎投控,32.55,0,5635,32.55,32.53,5635,10527.9,16,20,5.9,4,28,90
869	,4102.TW,永日,30.9,0.16,282,30.9,30.23,282,454.4,11.4,34.1,14.1,25,4,13
870	,4104.TW,佳醫,91.5,1.1,210,91.5,92.97,210,350.1,9.7,20.2,8.6,93,15,136
871	,4105.TW,東洋,76,0.13,414,76,77.21,414,533.4,15.8,60.9,21,62,25,189
872	,4106.TW,雃博,29.3,-1.01,228,29.3,30.27,228,487.8,9,42.5,8,21,10,30
873	,4107.TW,邦特,112.5,0,32,112.5,113.8,32,116.4,13.5,39.4,27.1,145,7,78
874	,4108.TW,懷特,21.25,-1.62,473,21.25,22.7,473,501.4,-3.9,41.6,-74.2,-367,20,42
875	,4109.TW,加捷生醫,13.9,0,78,13.9,14.13,78,91.1,-9.8,41.3,-30,-40,9,12
876	,4111.TW,濟生,27.45,-0.9,101,27.45,28.23,101,245.2,6.1,34.1,8.1,107,6,16
877	,4113.TW,聯上,19.85,-0.75,600,19.85,18,600,657.1,-3.5,16,-2.9,-1,21,42
878	,4114.TW,健喬,39.7,-0.5,1266,39.7,39.27,1266,2627.6,4.8,40.6,10.6,13,40,159
879	,4116.TW,明基醫,61.4,-1.76,247,61.4,62.43,247,590.9,7.3,29.9,5.8,21,4,27
880	,4119.TW,旭富,104.5,1.46,179,104.5,100.79,179,305.7,6.9,36,23.1,363,11,112
881	,4120.TW,友華,40.25,0.12,76,40.25,41.7,76,145.2,3.4,45.5,2.5,-4,9,35
882	,4121.TW,優盛,26.4,-0.38,404,26.4,28.22,404,729.1,-1,33.7,0.3,13,8,22
883	,4123.TW,晟德,59.3,-1.17,2043,59.3,60.02,2043,5106.2,19.6,42,3.6,-6,59,353
884	,4126.TW,太醫,81.4,-0.73,589,81.4,87.79,589,479.9,16.4,31.8,22.2,60,7,59
885	,4127.TW,天良,14.6,0,27,14.6,14.69,27,79.8,5.4,58.9,5.2,34,5,7
886	,4128.TW,中天,50.9,-0.2,1401,50.9,53.67,1401,1501,-4,38.4,-23.8,26,56,285
887	,4129.TW,聯合,67.1,3.07,1709,67.1,71.75,1709,1946.6,8.6,76.8,11,14,8,58
888	,4130.TW,健亞,27.55,-0.18,258,27.55,28.11,258,386.3,3.6,39.1,10.7,-31,11,30
889	,4131.TW,晶宇,25.7,0.39,8,25.7,26.35,8,45.2,-19.8,13.9,-61.6,-18,4,10
890	,4133.TW,亞諾法,33.3,0.6,180,33.3,33.83,180,115,3.8,43.8,10.3,626,6,20
891	,4137.TW,麗豐-KY,187.5,-0.27,146,187.5,190.05,146,154,32.8,83.4,28.4,18,8,149
892	,4138.TW,曜亞,116.5,1.75,2925,116.5,129.9,2925,720.1,15.4,38.4,17.2,135,3,35
893	,4139.TW,馬光-KY,32.8,-0.91,23,32.8,33.51,23,19.9,-1.9,13,0.8,-0,4,14
894	,4142.TW,國光生,33.85,-0.44,572,33.85,35.2,572,704.7,-16.8,-35.3,-153,8,43,145
895	,4147.TW,中裕,99.2,4.42,4062,99.2,96.36,4062,1737,-12.1,62.6,-99.1,-26,25,251
896	,4148.TW,全宇生技-KY,50.6,0,33,50.6,54.39,33,109.7,8.7,19.5,8,35,6,32
897	,4153.TW,鈺緯,39.4,-0.63,166,39.4,42.65,166,668.2,4.8,28.8,5,338,6,24
898	,4154.TW,樂威科-KY,11.15,0.45,30,11.15,13.64,30,250.4,-12,9.5,-6.1,-8,4,4
899	,4155.TW,訊映,31.8,0,410,31.8,33.53,410,903.9,3.4,23.4,7.7,16,12,37
900	,4157.TW,太景*-KY,15.4,-0.32,664,15.4,15.71,664,1282.2,-21.4,55.2,-933.7,-268,0,110
901	,4160.TW,創源,49.65,-3.22,284,49.65,43.74,284,497.7,9.8,40.6,5,314,2,12
902	,4161.TW,聿新科,36.1,0.98,92,36.1,37.49,92,173.8,3.8,26.6,4,8,5,19
903	,4162.TW,智擎,84.9,1.31,794,84.9,86.09,794,910.8,7.8,92.4,32.2,5098,15,124
904	,4163.TW,鐿鈦,119.5,0,112,119.5,126.67,112,228.5,20.9,45.6,23.3,41,5,58
905	,4164.TW,承業醫,56.9,-0.18,803,56.9,61.6,803,1264.1,6.3,30.1,16.9,8,16,91
906	,4167.TW,松瑞藥,17.8,1.14,1909,17.8,17.42,1909,1207,0.6,12.9,-12.8,3,32,56
907	,4168.TW,醣聯,30.1,-0.17,419,30.1,30.42,419,1050.6,-16.4,9.9,-31659.2,-49,11,33
908	,4171.TW,瑞基,38.25,-0.91,165,38.25,39.17,165,326.7,-14,29.6,-51.8,42,6,22
909	,4173.TW,久裕,23.75,-0.63,916,23.75,23.56,916,1011.5,3.8,20.8,7.9,25,7,18
910	,4174.TW,浩鼎,85.1,-0.35,208,85.1,88.42,208,375.5,21.5,-188.5,-5602.7,-479,23,195
911	,4175.TW,杏一,96.8,1.04,179,96.8,104.83,179,318,5.2,31,1.9,6,4,41
912	,4183.TW,福永生技,20.15,0.75,23,20.15,20.07,23,9.8,3.1,24.9,3.2,14,2,5
913	,4188.TW,安克,22.3,-0.89,190,22.3,22.04,190,854.1,-9.6,59.6,-88.3,-463,5,12
914	,4190.TW,佐登-KY,72.2,-5.12,641,72.2,78.11,641,150.6,1,68.4,2.9,2,6,44
915	,4192.TW,杏國,48,0.1,18,48,49.35,18,7,-40.5,54.1,-670.4,-82,3,15
916	,4198.TW,欣大健康,22.6,0,1,22.6,23.06,1,3.5,-25.6,22.6,-31.1,-29,2,5
917	,4205.TW,中華食,104,-0.48,28,104,104.03,28,17,17,36.5,20.8,211,9,92
918	,4207.TW,環泰,17.5,-1.96,839,17.5,18.07,839,1726.4,10,14.8,8.8,9,18,31
919	,4303.TW,信立,18.35,1.1,109,18.35,17.97,109,105.4,12.3,16.8,2.7,-6,7,12
920	,4304.TW,勝昱,9.46,2.83,13,9.46,9.43,13,10.2,-30.4,3.7,-8.2,-14,4,3
921	,4305.TW,世坤,31.9,-0.62,16,31.9,31.76,16,9.2,11.2,24.9,16.7,3116,6,18
922	,4306.TW,炎洲,14.6,0,294,14.6,14.59,294,635.1,3.5,15.3,4.3,9,65,95
923	,4401.TW,東隆興,22.6,-0.66,76,22.6,23.75,76,107,-2.2,5.6,-1.4,8,12,28
924	,4402.TW,福大,8.88,0,31,8.88,8.46,31,38.1,-9.2,8.8,-23.6,1,5,4
925	,4406.TW,新昕纖,10.2,0,30,10.2,10.3,30,26.3,-5.8,-3.7,-10,16,5,5
926	,4413.TW,飛寶企業,15.35,0.99,2,15.35,15.57,2,6.4,-0.8,21.5,0.4,39,3,5
927	,4414.TW,如興,3.88,0.52,1203,3.88,4.11,1203,1602.9,-17.2,16,-4.1,-11,82,32
928	,4416.TW,三圓,79.3,-0.63,3,79.3,80.35,3,3.5,-4.4,55.3,22.5,-2,6,49
929	,4417.TW,金洲,40.1,-0.37,48,40.1,39.89,48,84.3,8.6,24.7,11.3,35,8,34
930	,4419.TW,元勝,31.5,0,24,31.5,34.66,24,17.6,8.5,49.8,12.6,-1,4,12
931	,4420.TW,光明,30.75,0.33,15,30.75,30.24,15,14.1,-3.6,1,-5.5,1,4,12
932	,4426.TW,利勤,20.65,-0.24,61,20.65,21.27,61,199,1.4,23.9,7.7,-1,17,36
933	,4430.TW,耀億,22.7,-0.44,21,22.7,22.9,21,10.1,-3.6,20.1,-0.2,1,6,13
934	,4432.TW,銘旺實,25.1,1.21,318,25.1,24.61,318,105.6,7.9,27.1,11.6,679,5,13
935	,4433.TW,興采,30.95,-0.16,27,30.95,31.46,27,37.3,0.3,22.9,2.4,10,6,19
936	,4438.TW,廣越,121,-0.41,43,121,123.53,43,87.4,12.5,16.5,8.4,23,10,125
937	,4439.TW,冠星-KY,147.5,-5.14,261,147.5,154.72,261,333.2,20.4,27.2,13.6,58,4,56
938	,4440.TW,宜新實業,29,1.05,58,29,29.36,58,118.1,3,11.2,5.9,26,7,20
939	,4502.TW,健信,36.9,-0.14,19,36.9,36.94,19,19.8,-14.9,13.6,-5.9,1,6,21
940	,4503.TW,金雨,65.5,1.39,958,65.5,70.37,958,2204.3,-9,-16.8,-40.2,-20,6,40
941	,4506.TW,崇友,81.3,1.37,212,81.3,80.54,212,145.9,19,34.4,22.3,2302,18,144
942	,4510.TW,高鋒,15.75,-2.17,665,15.75,17.25,665,986.8,-1.2,18.1,-0,3,11,17
943	,4513.TW,福裕,19.55,-0.26,84,19.55,19.32,84,226,-3.8,32.9,2.3,1,8,15
944	,4523.TW,永彰,59.1,0.68,158,59.1,56.99,158,900.2,55,22.5,-25.1,-36,6,38
945	,4526.TW,東台,19.35,-2.27,822,19.35,20.57,822,1405.9,-0,22.6,0.4,3,25,49
946	,4527.TW,方土霖,33.55,2.13,100,33.55,33.56,100,78.8,8,22.3,4.6,31,8,26
947	,4528.TW,江興鍛,33.55,-0.59,103,33.55,34.07,103,87.4,2.3,19.4,5,10,8,28
948	,4529.TW,淳紳,9,0,39,9,9.32,39,55.1,-12.3,3.7,-1317.3,15,8,8
949	,4530.TW,宏易,6.56,-3.1,34,6.56,6.83,34,14.2,-13.2,29.7,-18.3,-3,5,3
950	,4532.TW,瑞智,22.25,0,3805,22.25,23.69,3805,8651.6,4.6,15.5,5.1,12,50,112
951	,4533.TW,協易機,26.7,-9.95,3965,26.7,29.83,3965,18746,7.9,28.5,5.3,4,16,42
952	,4534.TW,慶騰,10.3,0,60,10.3,10.38,60,114.3,-28.7,-11.4,-31.6,-15,9,9
953	,4535.TW,至興,38.45,0,1,38.45,38.85,1,8.1,10,20.3,12.5,737,8,29
954	,4536.TW,拓凱,166.5,-1.77,314,166.5,169.7,314,284.6,16,31,18.7,31,9,151
955	,4538.TW,大詠城,22.55,-2.38,230,22.55,22.78,230,210.8,0,0,0,112,5,12
956	,4540.TW,全球傳動,36.85,0.55,45,36.85,38.23,45,92.9,4.6,23.5,7.2,9,10,35
957	,4541.TW,晟田,36.9,-0.4,340,36.9,37.49,340,723.9,-2.7,1.6,-11.1,7,7,25
958	,4542.TW,科嶠,27.9,2.57,166,27.9,26.91,166,27.1,3.7,34.8,6.3,-1,3,9
959	,4543.TW,萬在,43.05,1.06,970,43.05,49.72,970,2259.3,8.7,35.2,21.2,27,6,25
960	,4545.TW,銘鈺,30.35,-0.16,17,30.35,29.74,17,82.2,9.4,21.5,6.9,19,8,23
961	,4549.TW,桓達,97.5,-2.21,179,97.5,102.4,179,67.2,12.2,48.2,17.1,117,5,48
962	,4550.TW,長佳,27.65,-1.6,174,27.65,28.68,174,65.8,0,0,0,121,4,10
963	,4551.TW,智伸科,132.5,-0.38,294,132.5,139.13,294,254.3,6.9,20.6,8.6,66,12,153
964	,4552.TW,力達-KY,32,-0.78,190,32,31.84,190,224.5,4.3,20.7,13,99,12,37
965	,4554.TW,橙的,27.35,-0.55,22,27.35,27.34,22,26.4,-5.2,33.9,-11.3,20,2,6
