符合條件商品
資料日期：2023年 12月  1日
策略,	台股輸出
"序號","代碼","商品","成交","漲幅%","總量","總市值(億)","產業",細產業
1383	,"6414.TW","樺漢","277","0.73","485","330.3","上市電腦及週邊設備",工業電腦,電腦系統業
1384	,"6415.TW","矽力*-KY","419","-1.41","3032","1606.9","上市半導體",類比IC,IC設計,LED驅動IC
1385	,"6416.TW","瑞祺電通","94.6","-0.42","201","69.4","上市通信網路",通訊設備,資安設備
1386	,"6417.TW","韋僑","105","2.94","152","44.4","上櫃通信網路",通訊設備,RFID相關
1387	,"6418.TW","詠昇","26.5","0.19","383","9.1","上櫃電子零組件",連接器,電子零件元件,連接線材
1388	,"6419.TW","京晨科","51.7","-0.77","201","6.8","上櫃光電",消費性電子產品,安全監控系統
1389	,"6425.TW","易發","21.5","2.63","123","9.4","上櫃電機機械",設備儀器廠商,面板設備,其他產業機械,機械
1390	,"6426.TW","統新","90.4","9.98","3493","34.8","上市通信網路",光通訊,光纖零組件
1391	,"6431.TW","光麗-KY","16.2","-0.92","31","8.2","上市生技醫療",時尚產業,美妝保養品
1392	,"6432.TW","今展科","37.95","0.13","53","11.6","上櫃電子零組件",被動元件,電感,壓敏電阻,IC零組件通路商,電子通路
1393	,"6435.TW","大中","115.5","-2.94","1623","42.8","上櫃半導體",分離式元件,電晶體
1394	,"6438.TW","迅得","108.5","-0.46","619","81.7","上市其他電子",PCB其他設備,半導體設備,設備儀器廠商
1395	,"6441.TW","廣錠","55.8","3.91","755","29.8","上櫃電腦及週邊設備",遊戲產業,商用遊戲機,車用充電相關,工業用電池,電力設備
1396	,"6442.TW","光聖","74.4","0.68","767","49.3","上市通信網路",連接器,電子零件元件,光通訊,光纖主動元件,光纖被動元件
1397	,"6443.TW","元晶","29.25","-0.85","3543","150","上市光電",太陽能,太陽能電池,太陽能電池模組
1398	,"6446.TW","藥華藥","360","-1.23","1419","1223.6","上櫃生技醫療",醫藥產業,新藥研發,生物製劑
1399	,"6449.TW","鈺邦","67.3","2.12","242","59.9","上市電子零組件",被動元件,電容
1400	,"6451.TW","訊芯-KY","164","0.61","5707","176.2","上市半導體",IC封裝,IC測試,IC封裝測試
1401	,"6456.TW","GIS-KY","65.3","-0.91","1289","220.7","上市光電",面板業,觸控面板
1402	,"6457.TW","紘康","59.6","0","163","19","上櫃半導體",類比IC,IC設計,MCU
1403	,"6461.TW","益得","27.65","2.22","326","37.9","上櫃生技醫療",醫藥產業,西藥製劑,新藥研發,學名藥
1404	,"6462.TW","神盾","109","0","3041","81","上櫃半導體",IC設計,消費性IC,感測元件,生物辨識IC
1405	,"6464.TW","台數科","86","0","30","109.7","上市其他",傳播事業,有線電視
1406	,"6465.TW","威潤","19.3","3.76","87","6.2","上櫃通信網路",通訊設備,衛星導航
1407	,"6469.TW","大樹","350.5","0.29","278","391.5","上櫃生技醫療",醫藥產業,醫療器材通路,醫藥流通
1408	,"6470.TW","宇智","68.9","0.29","328","26","上櫃通信網路",無線網路設備系統(WLAN),通訊設備
1409	,"6472.TW","保瑞","650","1.09","3561","658.5","上櫃生技醫療",醫藥產業,生物科技,西藥製劑,醫藥研發外包服務,學名藥,食品生技,醫藥流通
1410	,"6477.TW","安集","38.65","0.39","838","47.8","上市光電",電力,太陽能發電,太陽能,太陽能電池模組
1411	,"6482.TW","弘煜科","67.2","5.66","798","14.6","上櫃文化創意",PC遊戲,遊戲產業,手機遊戲
1412	,"6485.TW","點序","118","-2.88","4522","52.7","上櫃半導體",FLASH記憶體IC,IC設計,記憶卡IC,SSD控制IC
1413	,"6486.TW","互動","72.7","2.39","344","31.4","上櫃通信網路",系統整合,軟體業
1414	,"6488.TW","環球晶","582","-0.34","1618","2538.2","上櫃半導體",矽晶圓,IC製造
1415	,"6491.TW","晶碩","399.5","-0.87","1123","311.6","上市生技醫療",隱形眼鏡,輔助與彌補用醫材
1416	,"6492.TW","生華科","55.3","2.03","981","49.6","上櫃生技醫療",醫藥產業,新藥研發
1417	,"6494.TW","九齊","91","-1.3","1476","28.7","上櫃半導體",IC設計,MCU,影音IC
1418	,"6496.TW","科懋","28.7","0.7","21","13.7","上櫃生技醫療",醫藥產業,西藥製劑,學名藥,醫療器材通路,醫藥流通
1419	,"6499.TW","益安","46","0.77","77","42.4","上櫃生技醫療",診斷與監測用醫材,醫學影像裝置,手術與治療用醫材
1420	,"6504.TW","南六","83.9","0.6","530","60.9","上市其他",其他醫療器材,個人保護用器材,不織布,紡織中游
1421	,"6505.TW","台塑化","83.5","-1.76","1184","7954.2","上市油電燃氣",烯烴,石化業,煉油,石油及天然氣,油品儲運/分銷
1422	,"6506.TW","雙邦","17.3","-0.29","127","14.2","上櫃紡織纖維",PU樹脂,化學工業,其他化工產品,織布,紡織中游
1423	,"6508.TW","惠光","34.4","0.15","80","29.8","上櫃農業科技業",農藥,化學工業,塑膠皮布,石化業
1424	,"6509.TW","聚和","39.35","-0.88","654","68.3","上櫃化工",化學工業,其他化工產品,傳產其他,文具
1425	,"6510.TW","精測","573","-2.72","516","187.9","上櫃半導體",封測服務與材料,測試用板卡
1426	,"6512.TW","啟發電","19.9","0.51","11","5","上櫃其他電子",視訊轉換相關,消費性電子產品,傳輸介面,Displayport,HDMI
1427	,"6514.TW","芮特-KY","51.7","-0.58","19","15.5","上櫃通信網路",通訊設備,天線
1428	,"6515.TW","穎崴","781","0.77","905","271.7","上市半導體",探針、探針卡,封測服務與材料
1429	,"6516.TW","勤崴國際","84.2","-0.59","14","43.1","上櫃資訊服務",軟體業,應用軟體
1430	,"6517.TW","保勝光學","97","0.94","2680","29.7","上櫃光電",數位相機,光學鏡片/頭
1431	,"6523.TW","達爾膚","151","-3.51","455","68","上櫃生技醫療",時尚產業,美妝保養品
1432	,"6525.TW","捷敏-KY","70.5","-0.14","127","91","上市半導體",IC封裝測試
1433	,"6526.TW","達發","542","-1.63","921","899.8","上市半導體",無線網路IC,衛星導航晶片組,IC設計,網路通訊IC,射頻前端晶片
1434	,"6527.TW","明達醫","87.6","0.69","96","22.3","上櫃生技醫療",診斷與監測用醫材,醫學影像裝置
1435	,"6530.TW","創威","53.6","-0.37","4626","18.1","上櫃通信網路",光通訊,光纖主動元件
1436	,"6531.TW","愛普*","469","0.21","4274","759.1","上市半導體",DRAM記憶體IC,SRAM記憶體IC,IC設計,設計IP
1437	,"6532.TW","瑞耘","65.2","-0.76","172","24.4","上櫃半導體",半導體設備,設備儀器廠商
1438	,"6533.TW","晶心科","481.5","-2.43","1915","243.9","上市半導體",IC設計,設計IP
1439	,"6535.TW","順藥","65.7","-0.76","479","107.2","上櫃生技醫療",醫藥產業,西藥製劑,新藥研發
1440	,"6538.TW","倉和","170.5","0.59","1953","65.1","上櫃電子零組件",電子其他
1441	,"6541.TW","泰福-KY","70.8","-0.56","585","94.8","上市生技醫療",醫藥產業,新藥研發,生物製劑
1442	,"6542.TW","隆中","58.2","2.46","45","24.4","上櫃文化創意",PC遊戲,遊戲產業,手機遊戲
1443	,"6546.TW","正基","92.2","-0.22","501","61.1","上櫃通信網路",通訊設備,通訊設備零組件
1444	,"6547.TW","高端疫苗","72.7","1.11","3011","238.9","上櫃生技醫療",醫藥產業,生物製劑
1445	,"6548.TW","長科*","33.75","-0.3","586","320.8","上櫃半導體",導線架,封測服務與材料
1446	,"6550.TW","北極星藥業-KY","72.1","-0.28","1749","314.6","上市生技醫療",醫藥產業,新藥研發,生物製劑
1447	,"6552.TW","易華電","38.55","-0.52","69","32","上市半導體",IC基板,封測服務與材料
1448	,"6556.TW","勝品","87.6","-0.57","43","25.2","上櫃光電",消費性電子產品,安全監控系統
1449	,"6558.TW","興能高","28.9","-2.86","950","25","上市其他電子",消費用電池,電子零件元件
1450	,"6560.TW","欣普羅","32.8","-0.3","24","8.5","上櫃光電",消費性電子產品,安全監控系統
1451	,"6561.TW","是方","326.5","1.08","162","254.1","上櫃通信網路",電信/數據服務,通訊服務,雲端科技,Internet技術與基礎設施
1452	,"6568.TW","宏觀","167","-0.3","82","51.3","上櫃半導體",無線網路IC,IC設計,光通訊晶片
1453	,"6569.TW","醫揚","186.5","-1.06","275","62.5","上櫃生技醫療",工業電腦,電腦系統業
1454	,"6570.TW","維田","53.2","2.11","111","19.7","上櫃電腦及週邊設備",工業電腦,電腦系統業
1455	,"6573.TW","虹揚-KY","14.6","0","56","11.8","上市半導體",分離式元件,二極體,電晶體
1456	,"6574.TW","霈方","49.2","-0.81","16","10.8","上櫃生技醫療",時尚產業,美妝保養品
1457	,"6576.TW","逸達","89.2","0","300","121.1","上櫃生技醫療",醫藥產業,新藥研發
1458	,"6577.TW","勁豐","105","0.48","170","40.2","上櫃電腦及週邊設備",顯示器,工業電腦,電腦系統業
1459	,"6578.TW","達邦蛋白","20.45","-1.45","1284","12.2","上櫃農業科技業",生物科技,農業生技,農林漁牧,飼料
1460	,"6579.TW","研揚","168","4.67","1178","269.1","上市電腦及週邊設備",工業電腦,電腦系統業
1461	,"6581.TW","鋼聯","90.3","-0.55","4","100.5","上市綠能環保",傳產其他,回收、焚化相關
1462	,"6582.TW","申豐","55.3","0","92","58.7","上市橡膠",乳膠相關,橡膠工業
1463	,"6584.TW","南俊國際","85.8","1.42","196","56.3","上櫃電子零組件",其他電子零件,電子零件元件
1464	,"6585.TW","鼎基","140","4.09","1763","96.9","上市其他",PU樹脂,熱熔膠,化學工業
1465	,"6588.TW","東典光電","32.2","9.9","185","8.6","上櫃通信網路",光通訊,光纖零組件
1466	,"6589.TW","台康生技","103","0","940","314","上櫃生技醫療",醫藥產業,醫藥研發外包服務
1467	,"6590.TW","普鴻","87.2","-0.34","17","18.6","上櫃資訊服務",資訊安全,系統整合,軟體業
1468	,"6591.TW","動力-KY","50.6","-2.32","306","18","上市電腦及週邊設備",散熱風扇馬達,電子零件元件
1469	,"6592.TW","和潤企業","129.5","0","340","733.6","上市其他",汽車融資,車輛整車,租賃,金融業
1470	,"6593.TW","台灣銘板","190.5","9.8","4228","43.6","上櫃資訊服務",傳產其他,電子其他,智慧卡相關
1471	,"6596.TW","寬宏藝術","53.8","-0.74","575","17.8","上櫃文化創意",傳播事業,影音娛樂,文化創意產業,休閒娛樂,陳列展覽相關
1472	,"6598.TW","ABC-KY","23.7","1.07","208","19.4","上市生技醫療",體外診斷用醫材,檢驗試劑／紙,IVD檢驗儀器設備
1473	,"6603.TW","富強鑫","16.35","-0.91","648","25.7","上櫃電機機械",塑膠機械,機械
1474	,"6605.TW","帝寶","145.5","3.19","1861","241.3","上市汽車",車燈,汽機車零組件
1475	,"6606.TW","建德工業","24.35","0.41","111","26.9","上市電機機械",工具機,龍門機,機械
1476	,"6609.TW","瀧澤科","31.9","0.31","46","23.1","上櫃電機機械",工具機,機械
1477	,"6612.TW","奈米醫材","134.5","0","72","52.7","上櫃生技醫療",醫用植入材料,輔助與彌補用醫材
1478	,"6613.TW","朋億*","134","1.13","208","96.2","上櫃其他電子",半導體設備,設備儀器廠商
1479	,"6615.TW","慧智","40","0","6","8.5","上櫃生技醫療",生物科技,生技服務
1480	,"6616.TW","特昇-KY","12.8","0.39","57","4.4","上櫃居家生活",家居用品,傢俱
1481	,"6624.TW","萬年清","45.2","0.11","15","8.1","上櫃綠能環保",營造工程,環保工程
1482	,"6625.TW","必應","108.5","0.93","5778","48.1","上市其他",傳播事業,影音娛樂
1483	,"6629.TW","泰金-KY","51.7","0","4","18.5","上櫃居家生活",傳產其他,金屬加工/製品
1484	,"6640.TW","均華","151.5","-0.66","70","42.8","上櫃半導體",設備儀器廠商,封測用設備
1485	,"6641.TW","基士德-KY","43","1.18","20","15.9","上市綠能環保",水資源,水資源設備/耗材,幫浦,通用機械,機械
1486	,"6642.TW","富致","47.4","0.21","14","17.7","上櫃電子零組件",被動元件,熱敏電阻
1487	,"6643.TW","M31","994","-2.07","1123","346.6","上櫃半導體",IC設計,設計IP
1488	,"6649.TW","台生材","32.25","-0.77","6","13.5","上櫃生技醫療",醫用植入材料,輔助與彌補用醫材
1489	,"6651.TW","全宇昕","86.9","0.12","146","30.1","上櫃半導體",分離式元件,二極體,電晶體
1490	,"6654.TW","天正國際","43.2","0.23","3","14.4","上櫃其他電子",設備儀器廠商
1491	,"6655.TW","科定","120","0","1","88.8","上市其他",建材,複合板
1492	,"6657.TW","華安","65.2","-1.51","180","49.4","上市生技醫療",醫藥產業,新藥研發,生命科學工具,體外診斷用醫材,檢驗試劑／紙,診斷與監測用醫材
1493	,"6658.TW","聯策","38.4","-1.03","74","12.6","上市其他電子",PCB其他設備,設備儀器廠商
1494	,"6661.TW","威健生技","23.3","0.22","20","5.4","上櫃生技醫療",生物科技,生技服務,體外診斷用醫材,檢驗試劑／紙,IVD檢驗儀器設備
1495	,"6662.TW","樂斯科","32.1","0.31","30","8.2","上櫃生技醫療",生命科學工具,體外診斷用醫材,IVD檢驗儀器設備,診斷與監測用醫材
1496	,"6664.TW","群翊","167.5","0.9","236","96.8","上櫃電子零組件",PCB其他設備,設備儀器廠商
1497	,"6666.TW","羅麗芬-KY","64.9","0.62","18","30.8","上市生技醫療",時尚產業,美妝保養品,美容
1498	,"6667.TW","信紘科","88.7","-1.11","643","39.7","上櫃其他電子",設備儀器廠商
1499	,"6668.TW","中揚光","38.95","1.17","127","30.5","上市光電",數位相機,光學鏡片/頭,模具,機械
1500	,"6669.TW","緯穎","1805","2.56","1879","3155.9","上市電腦及週邊設備",伺服器,電腦系統業
1501	,"6670.TW","復盛應用","205.5","0.98","157","272.4","上市運動休閒",高爾夫球桿頭,運動產業
1502	,"6671.TW","三能-KY","40.3","0.88","77","24.5","上市居家生活",傳產其他
1503	,"6672.TW","騰輝電子-KY","91","1.68","615","65","上市電子零組件",銅箔基板,印刷電路板相關
1504	,"6674.TW","鋐寶科技","26.5","1.15","8","17.9","上市通信網路",無線網路設備系統(WLAN),通訊設備,接取設備,視訊轉換相關,消費性電子產品
1505	,"6679.TW","鈺太","394","-0.88","431","216.4","上櫃半導體",類比IC,IC設計,影音IC,感測元件,MEMS
1506	,"6680.TW","鑫創電子","90.5","2.84","23","19.1","上櫃電腦及週邊設備",工業電腦,電腦系統業
1507	,"6683.TW","雍智科技","248","2.69","665","67.5","上櫃半導體",封測服務與材料,測試用板卡
1508	,"6684.TW","安格","71","2.01","1371","31.7","上櫃半導體",IC設計,設計IP,影音IC,高速傳輸介面IC
1509	,"6689.TW","伊雲谷","121.5","0.41","242","82.6","上市數位雲端",電腦通路商,電子通路,雲端科技,Internet技術與基礎設施
1510	,"6690.TW","安碁資訊","176.5","1.15","67","39.2","上櫃數位雲端",資訊安全,軟體業
1511	,"6691.TW","洋基工程","313","-0.63","480","276.3","上市其他電子",電子其他,無塵室工程
1512	,"6693.TW","廣閎科","82.7","-1.66","2422","37.8","上櫃半導體",馬達IC,IC設計,分離式元件,電晶體
1513	,"6695.TW","芯鼎","60.8","-3.18","3575","51.8","上市半導體",IC設計,消費性IC,影音IC,安全監控IC
1514	,"6697.TW","東捷資訊","49.95","0.1","37","13.6","上櫃資訊服務",軟體業,企業資源規劃,客戶關係管理
1515	,"6698.TW","旭暉應材","30.4","0.66","79","20.2","上市其他電子",其他電子零件,電子零件元件,散熱模組,半導體設備,設備儀器廠商
1516	,"6703.TW","軒郁","304.5","0.83","379","85","上櫃生技醫療",Internet應用與服務,電商平台,時尚產業,美妝保養品
1517	,"6706.TW","惠特","67.2","0","255","49.4","上市光電",設備儀器廠商,LED設備
1518	,"6708.TW","天擎","56.8","-0.35","131","16.5","上櫃半導體",IC設計,安全監控IC
1519	,"6712.TW","長聖","198.5","0.25","399","149.3","上櫃生技醫療",醫藥產業,新藥研發,生物製劑,醫藥研發外包服務
1520	,"6715.TW","嘉基","147","0.68","161","92.1","上市電子零組件",電子零件元件,連接線材,傳輸介面,Thunderbolt
1521	,"6716.TW","應廣","145","-1.69","138","44.1","上櫃半導體",IC設計,MCU
1522	,"6719.TW","力智","277.5","-1.07","985","224.8","上市半導體",類比IC,IC設計,分離式元件,電晶體
1523	,"6721.TW","信實","51","-0.97","6","11.5","上櫃其他",保全,服務業,清潔服務,地產,物業管理服務
1524	,"6727.TW","亞泰金屬","59.1","0","29","14.2","上櫃電子零組件",PCB其他設備,設備儀器廠商
1525	,"6728.TW","上洋","130","-1.14","11","29.9","上櫃居家生活",服務業,消費者服務,電器銷售,家電
1526	,"6732.TW","昇佳電子","456.5","-1.62","847","223.3","上櫃半導體",IC設計,感測元件,MEMS
1527	,"6733.TW","博晟生醫","41.65","9.61","4480","51.3","上櫃生技醫療",輔助與彌補用醫材,骨科類器材
1528	,"6735.TW","美達科技","56.3","-0.71","54","23.6","上櫃其他電子",IC檢測設備,設備儀器廠商
1529	,"6741.TW","91APP*-KY","112.5","2.27","1247","135.7","上櫃數位雲端",軟體業,應用軟體,Internet技術與基礎設施,電商服務
1530	,"6743.TW","安普新","49.9","1.84","121","74.8","上市其他電子",模具沖壓,電子零件元件,電聲產品,耳機
1531	,"6747.TW","亨泰光","189.5","-0.26","13","45.8","上櫃生技醫療",隱形眼鏡,輔助與彌補用醫材
1532	,"6751.TW","智聯服務","82.8","0.49","36","18.4","上櫃資訊服務",系統整合,軟體業
1533	,"6752.TW","叡揚","142","3.27","503","46.5","上櫃資訊服務",軟體業,應用軟體
1534	,"6753.TW","龍德造船","87","0.93","276","93.7","上市航運業",造船,機械
1535	,"6754.TW","匯僑設計","54.2","1.88","68","35.8","上市居家生活",建築設計、營繕裝璜,營造工程
1536	,"6756.TW","威鋒電子","237.5","-1.25","524","163.9","上市半導體",IC設計,USB,高速傳輸介面IC,傳輸介面
1537	,"6761.TW","穩得","75.1","0.13","16","18.9","上櫃電子零組件",被動元件,其他電子元件代理商,電子通路
1538	,"6762.TW","達亞","268","1.9","19","69.4","上櫃生技醫療",手術與治療用醫材,模具,機械
1539	,"6763.TW","綠界科技","470","1.08","63","86.5","上櫃數位雲端",電子支付,軟體業
1540	,"6767.TW","台微醫","35.8","2.14","32","10.4","上櫃生技醫療",輔助與彌補用醫材,骨科類器材
1541	,"6768.TW","志強-KY","65.8","0.77","81","129","上市運動休閒",傳產其他,鞋材
1542	,"6770.TW","力積電","29.6","-1.66","10598","1204.5","上市半導體",專業晶圓代工,IC製造
1543	,"6776.TW","展碁國際","56.1","-0.36","47","45.8","上市電子通路",電腦通路商,3C通路商,電子通路,軟體業,軟體通路／代理,電器銷售,家電
1544	,"6781.TW","AES-KY","755","0","197","644.9","上市電子零組件",汽機車零組件,車用電池,工業用電池,電力設備
1545	,"6782.TW","視陽","188.5","-2.58","370","118.8","上市生技醫療",隱形眼鏡,輔助與彌補用醫材
1546	,"6788.TW","華景電","131.5","-0.75","195","45.7","上櫃半導體",半導體設備,設備儀器廠商
1547	,"6789.TW","采鈺","314.5","2.61","5583","994.8","上市半導體",影像感測元件,專業晶圓代工,IC測試,IC封裝測試,IC製造,數位相機
1548	,"6790.TW","永豐實","41.85","1.09","207","111.8","上市造紙",家庭用紙,造紙業
1549	,"6791.TW","虎門科技","93.1","-2.1","49","19.4","上櫃資訊服務",系統整合,軟體業,企業資源規劃
1550	,"6792.TW","詠業","91.5","-1.19","141","43.8","上市通信網路",其他電子零件,電子零件元件,通訊設備,天線
1551	,"6796.TW","晉弘","108","0.47","79","37.4","上市生技醫療",診斷與監測用醫材,醫學影像裝置
1552	,"6799.TW","來頡","165","-1.2","2577","69","上市半導體",類比IC,IC設計
1553	,"6803.TW","崑鼎","310.5","0.16","57","222","上櫃綠能環保",控股公司,傳產其他,回收、焚化相關
1554	,"6804.TW","明係","57.3","0.35","28","20.1","上櫃運動休閒",車輛整車,自行車
1555	,"6805.TW","富世達","405","1.38","997","277.6","上市電子零組件",樞紐,電子零件元件
1556	,"6806.TW","森崴能源","106.5","-2.29","1576","230.2","上市綠能環保",電力公共事業,配電工程,電力設備,營造工程,工程顧問
1557	,"6807.TW","峰源-KY","35.35","1.58","201","19.1","上市居家生活",家居用品,傢俱
1558	,"6811.TW","宏碁資訊","281","5.24","869","116.5","上櫃數位雲端",系統整合,軟體業
1559	,"6821.TW","聯寶","45.45","2.71","207","14.1","上櫃電子零組件",變壓器,電子零件元件
1560	,"6823.TW","濾能","58.3","5.42","56","13","上櫃半導體",電子其他
1561	,"6829.TW","千附精密","109.5","3.79","422","64.8","上櫃電機機械",設備儀器廠商,飛機零件/製造,機械
1562	,"6830.TW","汎銓","141","0.36","299","66","上市其他電子",檢測驗證服務,設備儀器廠商
1563	,"6834.TW","天二科技","25.1","-1.95","121","22.2","上市電子零組件",被動元件,晶片電阻
1564	,"6835.TW","圓裕","39.85","-0.13","48","26.4","上市電子零組件",電子零件元件,軟板,印刷電路板相關,連接線材
1565	,"6840.TW","東研信超","71.4","-0.14","26","18","上櫃其他電子",檢測驗證服務,設備儀器廠商
1566	,"6841.TW","長佳智能","101.5","1","750","100","上櫃生技醫療",醫療資訊技術,診斷與監測用醫材
1567	,"6843.TW","進典","64.4","-1.38","8","21.4","上櫃電機機械",工業閥門,機械
1568	,"6846.TW","綠茵","72.1","-0.83","17","19.3","上櫃食品",生物科技,食品生技
1569	,"6855.TW","數泓科","99.9","1.42","44","21.1","上櫃其他電子",手工具機,機械
1570	,"6856.TW","鑫傳","69.6","-0.57","8","19.6","上櫃文化創意",無店舖販售,電視購物,傳播事業,電視台,影音娛樂
1571	,"6859.TW","伯特光","123","-2.38","66","47.8","上櫃光電",數位相機,光學鏡片/頭,模具,機械
1572	,"6861.TW","睿生光電","89.5","-0.11","129","35.3","上市生技醫療",設備儀器廠商
1573	,"6863.TW","永道-KY","157","0.96","316","116.7","上市通信網路",通訊設備,RFID相關
1574	,"6865.TW","偉康科技","63.4","-3.94","37","9.2","上櫃資訊服務",軟體業,企業資源規劃,應用軟體
1575	,"6870.TW","騰雲","149.5","-0.33","70","32.6","上櫃數位雲端",系統整合,軟體業,Internet技術與基礎設施,電商服務
1576	,"6874.TW","倍力","136","9.68","896","29.9","上櫃資訊服務",軟體業,軟體通路／代理
1577	,"6877.TW","鏵友益","37.45","0.54","27","12.8","上櫃其他電子",半導體設備,IC檢測設備,設備儀器廠商,面板設備
1578	,"6894.TW","衛司特","168","-1.18","364","40","上櫃綠能環保",水資源,水資源設備/耗材,傳產其他,回收、焚化相關
1579	,"6895.TW","宏碩系統","111","0.45","41","37.9","上櫃半導體",半導體設備,設備儀器廠商
1580	,"6901.TW","鑽石投資","50.6","-0.39","1977","429.7","上市其他",醫藥產業,生物科技,新藥研發,金融其他,資產管理,金融業
1581	,"6922.TW","宸曜","131","9.62","412","33.5","上櫃電腦及週邊設備",工業電腦,電腦系統業
1582	,"6933.TW","AMAX-KY","302","6.9","1297","122.1","上市電腦及週邊設備",伺服器,系統整合,軟體業,電腦系統業
1583	,"7402.TW","邑錡","69.5","-0.14","77","24.2","上櫃光電",消費性電子產品,攝影設備
1584	,"7556.TW","意德士","113","0.44","31","27.2","上櫃半導體",半導體設備,設備儀器廠商
1585	,"8011.TW","台通","19.7","-0.76","1746","33.7","上市通信網路",光纖光纜,通訊服務,光通訊,光纖被動元件,電線電纜,通訊電纜
1586	,"8016.TW","矽創","292","1.04","1105","350.8","上市半導體",IC設計,LCD驅動IC,CMOS晶片,感測元件,手機面板驅動IC,觸控IC,MEMS,手機零組件
1587	,"8021.TW","尖點","28","2.38","466","39.8","上市其他電子",雷射鑽孔機、鑽頭,印刷電路板相關,電子製造服務,電腦系統業
1588	,"8024.TW","佑華","22.1","-0.9","103","10","上櫃半導體",IC設計,消費性IC,MCU,影音IC
1589	,"8027.TW","鈦昇","68.3","-0.29","425","67.3","上櫃電機機械",半導體設備,設備儀器廠商,封測用設備
1590	,"8028.TW","昇陽半導體","52.6","-1.31","933","90.8","上市半導體",專業晶圓代工,矽晶圓,IC製造
1591	,"8032.TW","光菱","28.85","-0.86","23","14.9","上櫃電子通路",IC零組件通路商,其他電子元件代理商,電子通路
1592	,"8033.TW","雷虎","56.2","0.36","521","80.2","上市其他",航天軍工,航空器、飛機,傳產其他,玩具,其他電子零件,電子零件元件
1593	,"8034.TW","榮群","24.9","2.26","2845","15.7","上櫃通信網路",通訊設備,電信設備,接取設備
1594	,"8038.TW","長園科","39.15","9.97","1973","24.6","上櫃電子零組件",電池材料相關,正極材料,工業用電池,電力設備
1595	,"8039.TW","台虹","42.7","0.35","153","89.3","上市電子零組件",軟板基板,印刷電路板相關
1596	,"8040.TW","九暘","48.7","-0.2","668","33.5","上櫃半導體",無線網路IC,IC設計,網路通訊IC
1597	,"8042.TW","金山電","35.5","0.42","26","46","上櫃電子零組件",被動元件,鋁質電解電容
1598	,"8043.TW","蜜望實","28.65","0.53","173","22.9","上櫃電子零組件",被動元件,MLCC,電感,其他電子元件代理商,電子通路
1599	,"8044.TW","網家","44.8","1.01","675","64.6","上櫃數位雲端",Internet應用與服務,電商平台
1600	,"8046.TW","南電","249.5","0.6","3399","1612.2","上市電子零組件",印刷電路板,印刷電路板相關,IC基板,封測服務與材料
1601	,"8047.TW","星雲","11.5","-1.29","5","4.8","上櫃其他電子",設備儀器廠商
1602	,"8048.TW","德勝","71.8","1.13","551","40.3","上櫃通信網路",光通訊,光纖設備
1603	,"8049.TW","晶采","38.8","-0.26","272","45.9","上櫃光電",面板業,LCM
1604	,"8050.TW","廣積","85.7","-0.58","1688","177.2","上櫃電腦及週邊設備",主機板,工業電腦,電腦系統業
1605	,"8054.TW","安國","96.6","1.47","24595","95.2","上櫃半導體",FLASH記憶體IC,集線器IC,IC設計,PC週邊IC,影音IC,記憶卡IC,高速傳輸介面IC
1606	,"8059.TW","凱碩","14.15","0","154","27","上櫃通信網路",無線網路設備系統(WLAN),通訊設備,數據機
1607	,"8064.TW","東捷","18.1","-0.55","463","29.8","上櫃光電",設備儀器廠商,LED設備,面板設備
1608	,"8066.TW","來思達","29.4","0.17","47","8.7","上櫃居家生活",家居用品,傢俱
1609	,"8067.TW","志旭","13.4","-1.83","10","2.8","上櫃電子通路",電腦通路商,電子通路,時尚產業,美妝保養品
1610	,"8068.TW","全達","38","-1.55","1387","30.7","上櫃電子通路",IC零組件通路商,電子通路,軟體業,軟體通路／代理
1611	,"8069.TW","元太","180.5","-1.37","4233","2059.6","上櫃光電",面板業,中小尺吋面板,電子紙
1612	,"8070.TW","長華*","34.75","0.72","743","239.6","上市電子通路",導線架,其他電子元件代理商,半導體材料通路商,電子通路,封測服務與材料
1613	,"8071.TW","能率網通","14.15","-0.7","161","7.3","上櫃電子零組件",隱形眼鏡,輔助與彌補用醫材,模具沖壓,電子零件元件,其他電子元件代理商,電子通路
1614	,"8072.TW","陞泰","27.5","0.18","111","22","上市電子通路",IC零組件通路商,電子通路,消費性電子產品,安全監控系統
1615	,"8074.TW","鉅橡","19.45","1.04","116","15.7","上櫃電子零組件",PCB材料,印刷電路板相關
1616	,"8076.TW","伍豐","31.2","0.16","503","95","上櫃電腦及週邊設備",POS機系統,電腦系統業
1617	,"8077.TW","洛碁","47","-3.39","16","10.3","上櫃觀光餐旅",旅館、餐飲,飯店
1618	,"8081.TW","致新","270","0.93","279","232.7","上市半導體",類比IC,IC設計,LED驅動IC
1619	,"8083.TW","瑞穎","148","0","78","52","上櫃電機機械",軸承／滑軌,機械
1620	,"8084.TW","巨虹","93","1.42","351","64.6","上櫃電子通路",輔助與彌補用醫材,其他電子元件代理商,電子通路,週邊產品,記憶卡,旅館、餐飲,餐飲
1621	,"8085.TW","福華","41.65","0.36","243","58.3","上櫃其他電子",面板業,面板零組件,背光模組,LCM,其他電子零件,電子零件元件,週邊產品
1622	,"8086.TW","宏捷科","137.5","-1.08","12021","270.2","上櫃半導體",砷化鎵相關,化合物晶圓,IC製造
